제목,평점,스토리작가,그림작가,업데이트 년도,형식,장르,이용가,요약,태그,조회순
로딩,9.77,이지우,이지우,2020,스토리,드라마,전체연령가,"스무 살 가을, 자신의 가장 소중한 친구와 함께 떠났던 첫 여행. 이 여행에서 “성훈”은 친구를 사고로 잃고 만다.","드라마,완결드라마",1319
공방의 마녀,9.82,박소희,박소희,2021,스토리,로맨스,전체연령가,"저주를 받은 자, 저주를 건 자, 저주를 수호하는 자-괴상한 저주를 둘러싼 세 가문의 이야기.영국 공작가의 아들과 마녀의 후손 그리고 저주를 수호하는 자의 후손이 벌이는 삼각관계!","로맨스,완결로맨스",1320
여고생 임연수,9.59,령,박혬,2022,스토리,감성,15세 이용가,"열여덟 현수의 삶은 시궁창이다. 돈 되는 온갖 짓은 다 하는 현수, 자기 말로는 생존이지만 어른들은 비행이라 한다.학교도 살아남기 위해 꼬박꼬박 나간다. 오히려 현수를 밀어내는 것은 학교다. 현수는 가출해 허름한 쪽방에서 가출팸들과 동거를 하고 있다. 하지만 일을 치다 결국 구역 담당인 ‘골석이’에게 걸리고, 쪽방의 월세를 감당하지 못해 집으로 돌아가고 만다. 가출 생활이 나아보일 정도로 형편없는 현수네 집과 가족들. 근 10개월 만에 돌아온 집은 아직도 쓰레기장이고 가족들은 모두 전과자다.이런 집안 꼴을 보고 있자니 정인지 미련인지, 집에 눌러 앉으며 ‘사람답게 살기 위해’ 돈 벌 궁리를 한다. 부모님이 열었다 망한 분식집에서 생각하던 중, 그곳 나름의 장사가 되고 있는 것을 알게 되며 처음엔 자잘한 모든 일을 대신 해주는 심부름센터를 오픈한다. 그렇게 적은 돈이라도 꾸준히 벌던 현수네는 어느 날 골석이의 제안을 받게 되는데, “너희 가족 전부 빨간 줄이라며, 돈 한 번 벌어볼래? 우리 아빠가 물어다 주는 일.” 한 줄 더 생긴다고 변할 건 없으니 이를 사업화하자는 것. 돈도 돈이지만 조폭의 오른팔인 골석이네 아버지가 무섭긴해 결국 일을 시작하게 된다.","감성,완결감성",1321
로맨스는 살벌하게,9.37,박시현,라미아,2021,스토리,로맨스,전체연령가,무자비한 킬러 '사냥개' 현주와 순수한(?) 마약판매상 정우가 펼치는 액션로맨스코미디.,"로맨스,완결로맨스",1322
비스트사인,8.27,해밀k,Sodapie,2020,스토리,판타지,12세 이용가,누나를 대신해 요리 가문의 임시 당주가 된 소년 “한세찬”. 그리고 지상 최강의 짐승이라 자칭하는 “베히모스”까지! 그들이 함께 펼치는 학원 개그 판타지!,"판타지,완결판타지",1323
상연,9.67,YooN,YooN,2021,스토리,드라마,15세 이용가,"세상에는 시스템으로 처리하지 못하고 새어나오는 오물들이 존재한다.상연은 의뢰를 받아 그런 성범죄자들을 처리하는 사냥꾼이다.낮에는 평범한 편의점 알바생이지만 밤이 되면 성범죄자들을 사냥하는 이중생활을 이어가던 어느날, 또 한 명의 오물을 처리한 상연은 같은 성범죄를 수사하던 경찰의 예기치 않은 기습 수사에 증거를 남기고 현장을 떠나게 된다.","드라마,완결드라마",1324
견원지간 로맨스,9.65,최현옥,고방,2020,에피소드,일상,전체연령가,"동물적인, 색다른 사랑법!","일상,완결일상",1325
가족의 초상,9.88,김승택,김승택,2020,에피소드,드라마,12세 이용가,"할머니의 죽음과 그로 인한 가족들의 변화를 겪어 나가면서, 당연하게만 생각했던 가족의 소중함을 깨닫게 되는 이야기이다.","드라마,완결드라마",1326
미스터 해녀,9.19,빡세,빡세,2020,스토리,개그,전체연령가,"제주도에 정착한 웹툰작가 빡세,과연 그는 해녀 학교의 모든 훈련을 무사히 마치고해녀왕이 될 수 있을까?","개그,완결개그",1327
산신의 주인입니다,9.87,뇽,뇽,2021,스토리,로맨스,전체연령가,"요괴의 저주를 받아 심장을 잃은 산신이1000년의 근신생활 끝에 자신의 심장을 찾아 인간세상으로 나오면서 벌어지는 시끌벅적 코믹 로맨스판타지 ""심장아, 나 너 찾고있냐...?""","로맨스,완결로맨스",1328
아이리스,9.69,차우민,차우민,2022,스토리,판타지,전체연령가,한때 폭발적인 인기를 누리던 게임 '아이리스'망해 가는 게임의 부활을 위해 만렙 유저와 운영자가 뭉쳤다!,"판타지,완결판타지",1329
하울링,9.81,현재권,유노,2021,스토리,스릴러,전체연령가,"잔혹한 살인자의 어두운 마음이, 맹수의 울부짖음처럼 들려왔어요. 그리고… 악마가 깨어나고 말았습니다.처참하게 살해되는 미녀들, 범인을 잡기 위해 결성된 검경 합동수사팀. 지쳐가던 수사팀 앞에 '능력'을 가진 남자가 나타난다.","스릴러,완결스릴러",1330
EVE,9.84,은유,콩자,2021,스토리,판타지,전체연령가,"극대화된 오감을 시험 봐서 등수대로 등에 번호가 매겨지는 'EVE'.이곳에서 1번부터 7번까지의 등번호를 지닌 아이들은 '클래시'라는 그룹으로 특별대우를 받으며, 최종 클래시 시험에서 클래시가 되지 못한 아이들은 모두 죽는다.클래시는 무엇을 위해 존재하며 클래시가 된 7명의 아이에겐 어떤 운명이 기다리고 있을까.","판타지,완결판타지",1331
트로이 목마,9.86,쥬드프라이데이,팔든,2021,스토리,드라마,전체연령가,"무스펙 무경력 흙수저 배우지망생 현수는 헤어진 여자친구와 다시 만나기 위해 대기업 HJW에 지원한다. 당연히 떨어질 거라 생각하고 있던 현수에게 어느날 낯선 남자에게서 한 통의 전화가 걸려오고,현수로서는 거절할 수 없는 달콤한 제안을 하는데......","드라마,완결드라마",1332
야수의 날,9.7,이동화,"이금성,이승우",2021,스토리,액션,전체연령가,인간의 법으로 돈으로 인맥으로 스스로를 구원하는잔인무도한 범죄자들을 잡아들여피해자의 아픔을 그대로 대갚음해 주는 지하 깊은 곳에 만들어진 법정“지하정”피해자의 아픔보다 자신들의 이해관계가 우선인 사법체제에 실망한 이들이 하나둘 모여 스스로 자신들의 가해자를 단죄하기 시작한다.,"액션,완결액션",1333
엑스트라 데이즈,9.94,아니영,아니영,2021,스토리,드라마,전체연령가,가장 완벽한 가족을 만들어주는 회사 맥코이에서 일하는 하라는 친부모님을 찾고있다.,"드라마,완결드라마",1334
맥시멈퓨리,9.77,희나리,희나리,2022,스토리,드라마,18세 이용가,"미국 샌프란시스코를 무대로 세계 최대의 Pride 축제일에 펼쳐지는 하드코어 액션 드라마. 무자비한 복수가 불러온 참혹의 대서사시. 거대한 스케일의 초대형 웹툰버스터,잔인한 축제 2부",,1335
지랄발광,9.52,김인호,김인호,2021,스토리,드라마,12세 이용가,청춘이 질주한다. 그곳에 꿈이 있으니까! 화려한 농구와 청춘의 프리스타일,"농구,드라마,완결드라마",1336
4층복도끝천국,9.77,효조,POST,2021,스토리,로맨스,전체연령가,해가 지면 나를 찾아와줘!따뜻한 저녁 바람이 교실을 감싸고 주황빛 저녁 노을이 너와 나를 물들일 때 비로소 여긴 천국.,"로맨스,완결로맨스",1337
헌팅,9.84,은성,전영륜,2020,스토리,스릴러,전체연령가,"과거에 엑소시스트로 유명했던 목사 에스틴, 에스틴은 악마와의 싸움을 통해 부와 명예를 얻었지만 결국 모든 걸 잃고 교도소에 갇히는 신세가 된다.매일매일 기자와 영화제작자와 싸우며 교도소의 생활에 익숙해진 에스틴, 그런 그에게 과거 자신을 변호했던 변호사가 찾아온다. 변호사는 자신의 딸에게 악령이 깃들었다며 에스틴에게 도움을 요청을 하고 에스틴은 결국 악마와 다시 만나기 위해 교도소를 떠나는데…","스릴러,완결스릴러",1338
레이디악숀,9.03,령,박혬,2020,스토리,로맨스,전체연령가,"영화감독을 꿈꾸는 연준, 찌질 했던 과거를 숨긴 채 톱배우로서 새 삶을 살던 동창 원도현을 캐스팅하다!","로맨스,완결로맨스",1339
사이코패스 히어로,9.14,주삼술,매실,2022,스토리,드라마,전체연령가,"좀비가 창궐한 세상, 자아를 가진 사이코패스 좀비가 인류를 구한다?!","드라마,완결드라마",1340
불티,9.71,박시현,오른손,2021,스토리,스릴러,전체연령가,"화학약품이나 폭발물을 제조해 사기, 협박 등을 하며 살고 있는 봉준. 타깃으로 삼았던 건물이 폭발해버리고, 영문도 모른 채 연쇄 폭탄 테러범이라는 누명을 쓰고 만다.","스릴러,완결스릴러",1341
대디고라운드,8.98,희나리,희나리,2021,스토리,드라마,전체연령가,"승미는 어렸을 때 부모님이 이혼한 뒤 연락이 끊긴 아빠, 민석을 우연히 다시 만나게 된다.그 동안 잊고 지냈던 아빠라는 사람에 대한 호기심 때문에 적극적으로 친해지려 노력하는 승미. 하지만 새로 만난 아빠에게서 전형적인 아버지상은 찾아볼 수 없다. 이런 저런 이유로 오해가 생기기도 하고 서운한 감정도 생기지만 왠지 아빠와 지내는 시간들이 즐겁고 행복하다.","드라마,완결드라마",1342
분당구의 용사 지망생,8.87,김태윤,김태윤,2021,스토리,개그,전체연령가,"용사가 되려는 자여, 내 드래곤 추적기를 주겠다! '경로안내 시작, 성남시 분당구 구미동 3210번지'","개그,완결개그",1343
XXX,8.35,투먼,투먼,2021,스토리,스릴러,전체연령가,"괴현상으로 무너지는 세계, 그리고 세 남녀.  정신을 차려보니 어두운 지하실에 묶여있는 남자, 대부분의 기억을 잃었지만 머릿속에 누군가를 만나야 한다는 생각만은 또렷하다. 그 앞에 나타난 피 묻은 도끼를 든 여자, 광기로 가득 찬 여자는 남자가 자신을 기억해 내기를 바란다. 한편, 어디선가 나타난 금발의 여자, 여자는 두 남녀에 대해 이미 모든 것을 알고 있는데….","스릴러,완결스릴러",1344
오늘또오늘,9.47,희나리,희나리,2021,스토리,드라마,전체연령가,"헤어진 여자친구로부터 넘겨받은 부채로 인해 하루 아침에 완전히 꼬이는 인생을 살게 되는 용수.사채업자의 압력에서 벗어나고자 고군분투하던 중, 마침 찾아온 장마철.용수는 수재민 모금 비디오를 찍어 일확천금을 꿈꾼다.친구 진태와 사채업자 봉팔까지 합세하여 이 새로운 사업에 매진하게 된다.처음엔 잘 나가는 듯해 보이던 이 사업은, 장마가 그침으로써 망하게 되고, 용수들은 더 큰 빚더미에 앉게 된다.그 뒤로 새로운 모금 아이템을 찾아 계속적인 모금 비디오를 만들지만 양심의 가책과 경찰 수사망에 쫓기는 신세가 되어 버린 용수들.그 속에서 그의 진심을 알아주는 단 한 명의 여자, 정아와의 로맨스.그러나, 결국 용수들은 그들의 무거운 양심의 짐을 벗고 참회하는 방법을 택하게 된다.","드라마,완결드라마",1345
헬 인 파라다이스,9.85,비열한호떡,-2℃,2020,스토리,로맨스,전체연령가,"부모를 모르며 어렵게 자란 고2 여학생 조지아. 주변 사람들에게 멸시를 받고 그 흔한 아르바이트 자리도 구하기 쉽지 않은, 정말 말 그대로 되는 게 없는 인생을 살고 있다. 그런 인생을 한탄하던 중 갑자기 지옥 사자가 앞에 나타나고, 영혼을 대가로 소원을 이루어주겠다고 한다. 계약을 하려던 그때, 하늘에서 천국 지사가 나타나며 이중계약이 되어버리는데?!","로맨스,완결로맨스",1346
구덩이,9.68,철이,철이,2022,스토리,액션,전체연령가,[“110억이면 인생 걸만 하잖아?”]마늘밭에 잠들어 있던 욕망의 구덩이가 파헤쳐지고 잃을 것 없는 남자들의 처절한 싸움이 시작된다.,"액션,완결액션",1347
구원자 요즘 뭐해요,9.68,판톰,판톰,2021,스토리,판타지,전체연령가,"마왕이 사라진뒤 몇 년 후, 구원자의 꿈에 다시 마왕이 나타난다. 자신을 구해달라는 마왕의 계시(?)를 받은 용사는 다시 한 번 세상을 혼란에 빠트리기 위해 여행을 떠나게 되는데…","판타지,완결판타지",1348
블러드레인2: 천외천,9.43,MEEN,백승훈,2022,스토리,액션,전체연령가,"민백두 유니버스 크로스오버의 완결판. 화제의 작품 [블러드 레인]의 후속작이 다른 주인공과 새로운 사건으로 다시 돌아온다.국내 최대 조직을 무너뜨리기 위한 음모와 진실. 그리고 그 뒤에 숨어있는 거대한 흑막.최강의 주먹 이정우, 조폭사냥꾼 김종일, 윤정임의 동생 윤정희, 백발마녀 김성희 등이들을 통해 보여주는 천외천...새로운 세계가 이제 시작된다.","액션,완결액션",1349
리프로듀싱,8.02,고지애,이노,2021,스토리,로맨스,전체연령가,"내가 여자아이돌? 한달만 여장하고 활동하자고?!일주일 전에 팀이 해체된 엔터 연습생 지우는 현재 데뷔를 10일 남겨둔 회사 자체 육성다큐 프로그램의 히든 멤버로 합류하라는 제안을 한다. 이미 히든 멤버는 천재 작곡가 쌍둥이 연습생이라고 언론플레이를 해 놓은 상태로 연예인에는 관심이 없는 지우의 쌍둥이 여동생이 함께 합류해야 한다는 조건이 붙었다. 쌍둥이 여동생 지수는 놀랍게도 데뷔를 수락하지만 현재 하고 있는 일이 있어 한 달 간의 시간이 필요하다. 하지만 데뷔 일을 늦출 수는 없는 법. 다행히 생김새와 체격, 목소리까지 비슷한 지우가 어쩔 수 없이 한 달 간만 지수의 역할까지 맡기로 한다.","로맨스,완결로맨스",1350
